time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570541213.4,2019-10-08,15:26:53.400,14.0,11.0,17.2099990844727,10.8,-6.4,0.9,19.9,-0.6,-75.0,9.78573,-5.70447,1.6518099999999998,15.3278,5.824319999999999,-2.53833,20.2556,12.0328,-77.9759,0.1082839999999999,0.178485,0.809341,234.7,6.0,52.1701,4.427230000000001,3.8,-1.37911,131.673,4.24447,49.8573,15.9608,241.495,1.35733,0.158045,247.104,0.583359,1.36549,-32.964675903320305,22.042163848877,-35.0,22.0,1312060.0,9075.52,pp-riro,4,0,-1,-1
1570541213.5,2019-10-08,15:26:53.500,14.0,8.0,17.1100006103516,12.8,-5.0,1.5,22.9,-3.3,-66.6,11.0298,-4.97197,1.6565,9.57132,6.71595,-1.08674,22.2928,10.8199,-72.1759,0.279767,0.148564,1.18108,228.8,4.9,52.1701,4.427230000000001,3.8,-1.13975,142.679,4.24434,48.9226,17.8609,241.395,1.3583,0.118,246.949,0.778461,1.57197,-33.981903076171896,22.016416549682603,-35.0,22.0,1313040.0,7198.89,pp-riro,4,0,-1,-1
1570541213.6,2019-10-08,15:26:53.600,14.0,7.0,16.8500003814697,14.1,-3.8,1.8,24.1,-6.3,-61.5,12.3116,-4.10117,2.05019,8.763119999999999,8.96386,4.76771,24.1919,9.33285,-65.8007,0.295455,0.231215,1.07552,228.8,4.9,52.1701,4.427230000000001,3.8,-1.05109,143.375,4.244190000000001,48.4845,19.0009,241.295,1.35824,0.0946972,246.85,0.900536,1.7043700000000002,-34.6441345214844,22.003026962280305,-35.0,22.0,1313460.0,7844.94,pp-riro,4,0,-1,-1
1570541213.7,2019-10-08,15:26:53.700,14.0,6.0,16.479999542236303,15.1,-2.3,2.3,25.6,-8.7,-55.9,12.3116,-4.10117,2.05019,8.763119999999999,8.96386,4.76771,24.1919,9.33285,-65.8007,0.295455,0.231215,1.07552,228.8,4.9,52.1701,4.427230000000001,3.8,-0.853841,127.103,4.24404,48.1632,20.521,241.195,1.35706,0.0655708,246.811,1.0365,1.8477,-34.9479370117188,22.0009689331055,-35.0,22.0,1314080.0,5476.08,pp-riro,4,0,-1,-1
1570541213.8,2019-10-08,15:26:53.800,14.0,6.0,16.0400009155273,15.5,-1.4,2.4,26.9,-11.1,-49.8,13.5171,-2.92565,2.56734,9.42965,12.982,3.34867,26.063,7.56549,-59.1617,0.2143489999999999,0.149344,1.06287,228.8,4.9,52.1701,4.427230000000001,3.8,-0.74247,102.894,4.24389,47.9587,22.0411,241.095,1.35527,0.0377043,246.805,1.18032,1.93511,-34.970123291015604,22.0009689331055,-35.0,22.0,1314270.0,646.054,pp-riro,4,0,-1,-1
1570541213.9,2019-10-08,15:26:53.900,14.0,6.0,15.869999885559098,16.3,0.0,2.6,27.4,-11.9,-47.2,15.1354,0.244052,3.23693,8.35244,14.3704,5.8189,29.1433,2.88735,-47.0866,0.133777,0.120801,1.0325,228.8,4.9,52.1701,4.427230000000001,3.8,-0.7347130000000001,93.5285,4.24374,47.9295,22.8011,240.995,1.35402,0.0246131,246.771,1.24217,2.03651,-34.970123291015604,22.0009689331055,-35.0,22.0,1314100.0,-2368.87,pp-riro,4,0,-1,-1
1570541214.0,2019-10-08,15:26:54.000,14.0,5.0,15.9799995422363,17.1,2.0,3.1,28.6,-13.1,-41.6,16.2719,2.17838,3.66133,8.55617,14.3869,3.5718,31.2866,0.0899426,-38.4691,0.0411659,0.214034,0.950481,228.8,4.9,52.1701,4.427230000000001,3.7,-0.771837,97.3546,4.24359,47.9879,24.7012,240.895,1.35039,-0.00656818,246.867,1.37594,2.18376,-34.971832275390604,22.0009689331055,-35.0,22.0,1313820.0,-2738.04,pp-riro,4,0,-1,-1
1570541214.1,2019-10-08,15:26:54.100,14.0,6.0,15.9300003051758,17.7,2.6,3.5,29.8,-15.1,-36.2,16.2719,2.17838,3.66133,8.55617,14.3869,3.5718,31.2866,0.0899426,-38.4691,0.0411659,0.214034,0.950481,228.8,4.9,52.1701,4.427230000000001,3.7,-0.793446,103.382,4.2434400000000005,48.1047,26.2212,240.795,1.3470799999999998,-0.030113,246.949,1.5011,2.2380400000000003,-34.9957275390625,22.0009689331055,-35.0,22.0,1313620.0,-1661.28,pp-riro,4,0,-1,-1
1570541214.2,2019-10-08,15:26:54.200,14.0,7.0,15.7600002288818,18.3,4.7,4.2,30.9,-17.9,-27.9,17.0345,3.98756,4.55152,4.17094,11.7038,6.47679,32.8711,-2.64865,-29.1144,0.207985,0.291302,1.10853,228.8,4.9,52.1701,4.427230000000001,3.7,-0.792892,104.332,4.24329,48.6012,28.8813,240.495,1.33991,-0.0670816,247.051,1.6921700000000002,2.38049,-34.9991455078125,22.0009689331055,-35.0,22.0,1313520.0,-892.17,pp-riro,4,0,-1,-1
1570541214.3,2019-10-08,15:26:54.300,14.0,10.0,15.4799995422363,18.4,5.4,4.4,30.9,-19.0,-24.9,17.2011,4.64717,4.740880000000001,0.730658,12.0092,2.77541,32.8924,-3.88901,-26.0286,0.233409,0.216682,1.1134700000000002,228.8,4.9,52.1701,4.427230000000001,3.7,-0.787905,99.2903,4.24314,48.8349,29.6413,240.395,1.33749,-0.0762793,247.08900000000003,1.75709,2.42353,-34.9974365234375,22.0009689331055,-35.0,22.0,1313400.0,-1384.4,pp-riro,4,0,-1,-1
