time,date,time_of_day,airspeed_temperature,airspeed_angle_of_attack,airspeed_apparent_windspeed,kite_0_vx,kite_0_vy,kite_0_vz,kite_0_roll,kite_0_pitch,kite_0_yaw,kite_1_vx,kite_1_vy,kite_1_vz,kite_1_ax,kite_1_ay,kite_1_az,kite_1_roll,kite_1_pitch,kite_1_yaw,kite_1_roll_rate,kite_1_pitch_rate,kite_1_yaw_rate,ground_upwind_direction,ground_wind_velocity,ground_pos_latitude,ground_pos_longitude,ground_pos_altitude,ground_tether_reelout_speed,ground_tether_force,est_upwind_direction,kite_pos_east,kite_pos_north,kite_height,kite_elevation,kite_azimuth,kite_distance,kite_heading,kite_course,kite_actual_steering,kite_actual_depower,kite_set_steering,kite_set_depower,ground_mech_energy,ground_mech_power,flight_phase,flight_phase_index,phase,pattern,pattern_section
1570540100.2,2019-10-08,15:08:20.200,15.0,9.0,14.6599998474121,11.6,-2.2,2.3,21.2,-2.0,-65.8,9.39219,-2.30785,2.2113400000000003,11.6911,7.156960000000001,3.96129,21.1406,12.9505,-73.3801,0.105094,0.171621,0.810613,254.2,9.1,52.1701,4.427219999999999,8.3,-1.7115599999999995,102.846,4.44595,68.55,21.2813,241.549,1.28195,-0.0345766,251.988,0.751376,1.73452,-34.9189300537109,22.016416549682603,-35.0,22.0,478734.0,-3784.03,pp-riro,4,0,-1,-1
1570540100.3,2019-10-08,15:08:20.300,15.0,9.0,14.4799995422363,12.6,-1.5,2.7,22.9,-3.8,-60.7,11.2913,-1.05645,3.01642,9.8554,6.17481,5.01598,25.036,10.6829,-62.4988,0.2540489999999999,0.0976696,0.8269540000000001,254.2,9.1,52.1701,4.427219999999999,8.3,-1.70768,102.717,4.44591,68.3163,22.4213,241.349,1.28125,-0.0506449,251.831,0.86434,1.82036,-34.970123291015604,22.0025119781494,-35.0,22.0,478617.0,-2338.1,pp-riro,4,0,-1,-1
1570540100.4,2019-10-08,15:08:20.400,15.0,8.0,14.359999656677198,13.5,-0.6,3.1,24.4,-5.4,-55.8,11.2913,-1.05645,3.01642,9.8554,6.17481,5.01598,25.036,10.6829,-62.4988,0.2540489999999999,0.0976696,0.8269540000000001,259.2,8.5,52.1701,4.427219999999999,8.3,-1.7087900000000005,98.6535,4.44589,68.1703,23.9414,241.149,1.27969,-0.071242,251.74,0.977888,1.91468,-34.970123291015604,22.0009689331055,-35.0,22.0,478374.0,-2768.8,pp-riro,4,0,-1,-1
1570540100.5,2019-10-08,15:08:20.500,15.0,8.0,14.1700000762939,14.4,0.2,3.5,26.0,-7.1,-50.8,12.5708,0.149791,3.64697,7.604489999999999,8.34525,3.5901400000000003,27.6966,8.09506,-54.1303,0.171594,0.1556529999999999,0.932642,259.2,8.5,52.1701,4.427219999999999,8.3,-1.72652,93.9644,4.445880000000001,68.1118,25.0814,240.949,1.2782,-0.0863201,251.644,1.08799,1.9877,-34.971832275390604,22.0009689331055,-35.0,22.0,477812.0,-5906.78,pp-riro,4,0,-1,-1
1570540100.6,2019-10-08,15:08:20.600,15.0,8.0,14.039999961853,15.2,1.1,4.0,27.3,-9.0,-46.1,13.7413,1.44651,4.25708,6.0951900000000006,11.0841,6.01743,30.0797,5.20803,-45.9283,0.21624,0.11425,0.941226,259.2,8.5,52.1701,4.427219999999999,8.3,-1.7608700000000002,93.8471,4.445869999999999,68.141,26.6015,240.649,1.2757,-0.105674,251.52,1.1982,2.06606,-34.9940185546875,22.0009689331055,-35.0,22.0,477170.0,-6429.78,pp-riro,4,0,-1,-1
1570540100.7,2019-10-08,15:08:20.700,15.0,9.0,13.9200000762939,15.8,2.1,4.5,28.7,-11.3,-41.3,14.4296,2.3265,4.79171,4.9337800000000005,9.13182,3.88145,31.2461,3.09179,-40.478,0.159303,0.17253,0.94506,259.2,8.5,52.1701,4.427219999999999,8.3,-1.7996599999999998,96.2975,4.44586,68.28699999999999,28.1215,240.249,1.27257,-0.124122,251.343,1.31126,2.14476,-34.9940185546875,22.0009689331055,-35.0,22.0,476516.0,-5814.49,pp-riro,4,0,-1,-1
1570540100.8,2019-10-08,15:08:20.800,15.0,9.0,13.8500003814697,16.4,3.2,5.0,29.6,-13.4,-36.3,14.7331,2.84275,5.00708,7.76519,10.7395,4.2314,31.6946,1.91623,-37.7732,0.1305619999999999,0.0824921,1.03019,259.2,8.5,52.1701,4.427219999999999,8.3,-1.82792,95.6541,4.44585,68.5207,29.6416,239.948,1.26915,-0.141749,251.295,1.42562,2.2222,-34.9940185546875,22.0009689331055,-35.0,22.0,476026.0,-5383.79,pp-riro,4,0,-1,-1
1570540100.9,2019-10-08,15:08:20.900,15.0,9.0,13.789999961853,17.0,4.3,5.4,30.5,-15.7,-31.1,15.2996,3.80273,5.5007,5.13146,10.9194,4.60073,32.5231,-0.394031,-32.2681,0.197053,0.213334,1.01745,259.2,8.5,52.1701,4.427219999999999,8.3,-1.85507,92.5119,4.44583,68.8419,31.5416,239.448,1.26451,-0.163069,251.137,1.54774,2.29586,-34.9940185546875,22.0009689331055,-35.0,22.0,475366.0,-6275.96,pp-riro,4,0,-1,-1
1570540101.0,2019-10-08,15:08:21.000,15.0,9.0,13.9200000762939,17.3,5.5,5.9,31.0,-17.6,-25.8,15.2996,3.80273,5.5007,5.13146,10.9194,4.60073,32.5231,-0.394031,-32.2681,0.197053,0.213334,1.01745,259.2,8.5,52.1701,4.427219999999999,8.1,-1.92433,92.4151,4.4458400000000005,69.28,33.0617,239.048,1.26007,-0.178704,251.072,1.6627299999999998,2.37032,-34.9940185546875,22.0009689331055,-35.0,22.0,474165.0,-8491.0,pp-riro,4,0,-1,-1
1570540101.1,2019-10-08,15:08:21.100,15.0,9.0,13.9799995422363,17.7,6.6,6.4,31.4,-19.7,-20.6,15.9175,5.463369999999999,6.1592400000000005,1.60809,9.95463,5.8311,33.2969,-3.94622,-23.9963,0.148564,0.15825,0.998603,259.2,8.5,52.1701,4.427219999999999,8.1,-1.94926,94.1757,4.44583,69.8349,34.9618,238.548,1.25441,-0.197593,251.007,1.77952,2.43665,-34.9991455078125,22.0009689331055,-35.0,22.0,473768.0,-7814.18,pp-riro,4,0,-1,-1
1570540101.2,2019-10-08,15:08:21.200,15.0,9.0,14.1700000762939,17.9,7.9,7.0,31.4,-21.9,-15.0,16.4108,7.086460000000001,6.88328,1.18559,8.29239,5.1899,33.5496,-7.307760000000001,-15.7636,0.186685,0.215857,1.00539,259.2,8.5,52.1701,4.427219999999999,8.1,-1.97974,99.0698,4.445819999999999,70.5359,36.8619,237.848,1.24789,-0.214991,250.811,1.9008,2.51112,-34.9991455078125,22.0009689331055,-35.0,22.0,473060.0,-6306.72,pp-riro,4,0,-1,-1
1570540101.3,2019-10-08,15:08:21.300,15.0,9.0,14.2299995422363,18.0,9.2,7.6,31.3,-23.9,-9.4,16.4108,7.086460000000001,6.88328,1.18559,8.29239,5.1899,33.5496,-7.307760000000001,-15.7636,0.186685,0.215857,1.00539,259.2,8.5,52.1701,4.427219999999999,8.1,-1.99248,102.945,4.44581,71.3536,38.7619,237.248,1.24103,-0.2310559999999999,250.76,2.01809,2.58197,-34.9974365234375,22.0009689331055,-35.0,22.0,472594.0,-4830.02,pp-riro,4,0,-1,-1
1570540101.4,2019-10-08,15:08:21.400,15.0,9.0,14.4799995422363,18.0,9.8,7.8,31.1,-24.9,-6.6,16.5377,8.19409,7.395569999999999,0.443875,11.5408,4.69947,33.4509,-9.6194,-10.0002,0.317822,0.232949,1.06097,255.2,8.7,52.1701,4.427219999999999,8.1,-1.98749,105.526,4.4458,71.7625,39.522,236.848,1.23778,-0.2368219999999999,250.617,2.07398,2.61223,-34.9974365234375,22.0009689331055,-35.0,22.0,472384.0,-1999.69,pp-riro,4,0,-1,-1
1570540101.5,2019-10-08,15:08:21.500,15.0,9.0,14.6599998474121,17.9,11.1,8.3,30.6,-27.0,-0.8,16.5118,11.2928,8.58282,-3.15254,15.2393,4.98881,31.6735,-14.6416,5.1235,0.145458,0.2590159999999999,1.04691,255.2,8.7,52.1701,4.427219999999999,8.1,-1.96588,108.345,4.44578,72.7555,41.042,236.148,1.2308,-0.2469989999999999,250.487,2.18699,2.67597,-34.9991455078125,22.0009689331055,-35.0,22.0,472147.0,-2122.75,pp-riro,4,0,-1,-1
1570540101.6,2019-10-08,15:08:21.600,15.0,9.0,14.8999996185303,17.8,12.6,8.9,30.1,-28.8,5.5,16.391,11.8755,8.83882,-2.4144,10.1171,5.81196,31.1125,-15.5797,8.2877,0.272584,0.298632,1.05942,255.2,8.7,52.1701,4.427219999999999,8.1,-1.92544,114.919,4.44576,73.953,42.9421,235.248,1.22213,-0.259452,250.30900000000003,2.30638,2.74555,-34.9991455078125,22.0009689331055,-35.0,22.0,472087.0,-553.761,pp-riro,4,0,-1,-1
1570540101.7,2019-10-08,15:08:21.700,15.0,8.0,15.0799999237061,17.2,14.6,9.8,28.4,-31.6,14.6,16.291,12.5481,9.06697,-0.245704,10.1009,3.07805,30.516,-16.4559,11.3531,0.0302197,0.264719,1.03342,255.2,8.7,52.1701,4.427219999999999,8.1,-1.86393,123.598,4.44574,75.8514,45.9822,233.948,1.2084,-0.278327,250.199,2.47662,2.84647,-34.9991455078125,22.0009689331055,-23.0044822692871,22.0,472434.0,4645.44,pp-riro,4,0,-1,-1
1570540101.8,2019-10-08,15:08:21.800,15.0,9.0,15.369999885559098,16.7,16.0,10.4,27.2,-32.8,21.2,16.0578,13.8029,9.66367,-5.63742,12.0159,7.336469999999999,29.3182,-18.076,17.9549,0.112642,0.332238,1.048,255.2,8.7,52.1701,4.427219999999999,8.1,-1.7497900000000002,131.35399999999998,4.44572,77.34100000000001,47.5023,233.048,1.19941,-0.284122,250.099,2.58641,2.90808,-34.9974365234375,22.0009689331055,-23.0044822692871,22.0,473036.0,6306.72,pp-riro,4,0,-1,-1
1570540101.9,2019-10-08,15:08:21.900,15.0,10.0,15.6499996185303,16.4,16.7,10.6,25.9,-34.4,28.0,15.2127,15.6952,10.4569,-6.86382,12.2971,5.63698,27.033,-20.2365,27.8596,0.0610225,0.164966,1.11092,255.2,8.7,52.1701,4.427219999999999,8.1,-1.52373,141.775,4.4457,78.9473,49.4024,232.048,1.18913,-0.292462,250.039,2.70092,2.94375,-34.7687377929688,22.0009689331055,-23.0044822692871,22.0,474375.0,9660.05,pp-riro,4,0,-1,-1
1570540102.0,2019-10-08,15:08:22.000,15.0,9.0,15.9300003051758,15.7,18.1,11.2,25.0,-35.1,31.6,14.9193,16.3179,10.642,-4.5207,12.5793,4.73951,26.0934,-21.0032,31.2626,0.1178599999999999,0.212356,1.01812,255.2,8.7,52.1701,4.427219999999999,7.9,-1.4217799999999998,145.221,4.44568,79.8527,50.1624,231.448,1.18389,-0.294182,249.922,2.75776,3.00231,-34.1474609375,22.0009689331055,-23.0044822692871,22.0,474912.0,10152.3,pp-riro,4,0,-1,-1
1570540102.1,2019-10-08,15:08:22.100,15.0,10.0,16.2600002288818,14.9,19.5,11.7,23.5,-36.3,38.7,13.8759,18.1921,11.3917,-7.01449,11.9025,2.5579,23.1737,-22.9865,41.5766,0.057721,0.222827,1.09497,255.2,8.7,52.1701,4.427219999999999,7.9,-1.21344,153.94299999999998,4.44566,81.6635,51.3025,230.348,1.17429,-0.294185,249.722,2.8647,3.05887,-33.1643676757812,22.0009689331055,-23.0044822692871,22.0,475968.0,10921.4,pp-riro,4,0,-1,-1
